,Vehicle Number,Vehicle Type,Vehicle Emissions Standard,Vehicle Registration Number,TARE Weight (KG),Total Trips,Routes,Service Types,Total Running Time,Total In-Service KM,Total Passenger KM,Cancelled Trips Count,Average Speed,Average Occupancy,"Total CO2 Emissions, KG","Total Emissions Value, $","Total Emissions Savings, $",Emissions per VKT
194,3325,LV,EURO6,LNZ17,12165.0,1629,"110, 120, 130, 170, 121, 825, 911, 852, 828, 150, 931, 160, 842, 860, 853, 953, 955, 951, 915, 111, 874, 866, 854","Public Bus, School Bus",3980875,31202.097,286945.857,6,28.38174620406435,9.076594322130054,27655.973249509243,2406.069672707304,2682.8047373965424,0.8863498260873056
195,3326,LV,EURO6,LNZ18,12165.0,1739,"110, 130, 842, 120, 160, 121, 825, 911, 852, 931, 150, 915, 853, 874, 170, 828, 111, 868, 860, 953, 849, 843, 930, 823, 866, 935, 114, 115","Public Bus, School Bus",4134489,33206.2,301968.038,4,28.22089744364682,9.094599616072925,28970.317221444075,2520.4175982656348,2834.8694141112887,0.8724369913282483
196,3327,LV,EURO6,LPN732,12165.0,1352,"110, 130, 828, 911, 120, 825, 953, 931, 170, 160, 874, 860, 154, 853, 852, 111, 955, 915, 930, 935, 929, 842, 849, 823","Public Bus, School Bus",3525492,29824.117000000002,308392.18,2,29.6700834155381,11.162153522058272,25510.33770424678,2219.3993802694704,3249.8173196536072,0.8553593625000459
197,3391,LV,EURO3,ECC997,9860.0,12,"200, 366","Public Bus, School Bus",30525,526.717,4629.224,0,55.426746420443216,8.278533592823424,351.98913519085335,30.623054761604237,51.474452407626536,0.6682699346914062
198,3392,LV61,EURO3,ECN842,8410.0,12,366,School Bus,25750,577.3199999999999,13363.982,0,43.54418777463286,23.11104795573326,451.40648407784073,39.27236411477215,197.73271666215095,0.7818999585634324
199,3400,LV,EURO6,LLC49,11889.0,2640,"19, 24, 29, 1, 220, 236, 25, 210, 230, 634, 226, 23, 633, 732, 680, 26, 27, 673, 7, 39, 17, 648, 726, 685, 725, 682, 441, 627, 444, 734, 681, 677, 770, 775, 776, 731, 746, 646, 654, 674, 635, 429, 625, 442, 421, 430, 440, 465","Public Bus, School Bus",5588826,34298.713,290597.463,20,20.94210157078535,8.16175241637806,33104.98041282431,2880.1332959157153,2273.5009421342847,0.9651959947542145
200,3401,LV,EURO6,LLC47,11920.0,365,"1, 27, 29, 17, 23, 24, 7, 19, 25, 39, 648, 731, 685, 26, 220, 230, 236, 210, 633, 770, 746, 726, 677, 682, 725, 646","Public Bus, School Bus",788798,4575.998,36381.663,0,21.078298163022513,7.770822947652081,4611.177487093076,401.1724413770976,244.04235898059474,1.0076878283366986
201,3402,LV,EURO6,LLC29,12160.0,666,"170, 953, 866, 852, 130, 860, 120, 911, 930, 955, 110, 931, 915, 951, 828, 111, 874, 825, 160, 121, 868, 823, 114, 115","Public Bus, School Bus",1665861,13056.553,172207.532,1,28.237673763760966,14.424576857964395,11713.252116240768,1019.0529341129467,2034.9814122408995,0.8971167287599391
202,3403,LV,EURO6,LLC51,11709.0,944,"7, 39, 635, 23, 24, 1, 19, 25, 627, 17, 27, 634, 673, 746, 29, 210, 220, 226, 625, 775, 731, 770, 646, 441, 26, 230, 236, 445, 677, 429, 680, 648, 200, 366, 313, 725, 654, 674, 444, 685, 465, 633","Public Bus, School Bus",1766478,15228.001,124518.324,8,20.057452179426495,8.103659092463017,11789.389642527085,1025.6768988998563,1182.6076855770668,0.7741915463839991
203,3404,LV,EURO6,LLC34,12140.0,2620,"7, 17, 24, 29, 1, 210, 236, 441, 19, 25, 220, 26, 27, 230, 673, 226, 633, 23, 429, 465, 442, 444, 634, 627, 725, 685, 746, 726, 731, 681, 677, 635, 430, 680, 732, 682, 674, 39, 770, 775, 734, 646, 625, 445, 776","Public Bus, School Bus",5706032,34215.273,306566.385,25,21.365089951619865,8.570986121219994,34158.63628041296,2971.8013563959266,2465.0355714309967,0.9983446947920878
204,3405,LV,EURO6,LLC39,11828.0,686,"120, 860, 130, 170, 852, 110, 953, 916, 930, 931, 828, 160, 874, 150, 951, 955, 825, 911, 915, 111, 842, 113, 114, 849","Public Bus, School Bus",1698160,13221.781,182464.079,5,27.814485637363934,14.710437869497271,11796.61709982607,1026.3056876848682,2209.624574888209,0.8922108980496704
205,3406,LV,EURO6,LLC48,11777.0,2521,"7, 24, 25, 633, 1, 29, 17, 19, 23, 731, 27, 775, 220, 226, 681, 210, 26, 236, 39, 746, 726, 725, 654, 685, 635, 230, 673, 634, 441, 627, 465, 677, 625, 429, 774, 674, 776, 734, 770, 680, 440, 444, 646, 442, 445, 732, 430","Public Bus, School Bus",5415355,31760.816,281062.09,18,20.822192320588673,8.67098462895158,31495.930047045902,2740.1459140929937,2244.3821512531604,0.9916599764642666
206,3407,LV,EURO6,LLC40,11782.0,720,"170, 953, 828, 860, 931, 110, 911, 852, 951, 955, 120, 130, 121, 825, 854, 111, 842, 930, 160, 874, 866, 915, 150, 823, 114","Public Bus, School Bus",1912862,14849.001,189067.519,2,28.141480435912207,13.747577460480509,13176.833473433644,1146.384512188727,2206.6552189997346,0.8873885504778163
207,3408,LV,EURO6,LLC35,11868.0,645,"906, 929, 955, 110, 120, 111, 112, 114, 915, 916, 953, 931, 951, 930","School Bus, Public Bus",1096619,9679.125,154320.32,0,33.12181356326075,14.784388422026943,8216.179994712587,714.8076595399949,2022.0038616907743,0.8488556553110521
208,3409,LV,EURO6,LLC42,11816.0,2104,"7, 23, 24, 25, 39, 27, 1, 633, 17, 29, 725, 19, 770, 776, 685, 210, 220, 230, 236, 429, 444, 441, 680, 673, 226, 635, 442, 465, 646, 746, 775, 26, 677, 730, 627, 674, 681, 625, 682, 421, 634, 440, 445, 731, 654, 430","Public Bus, School Bus",4579215,27334.136,243329.422,18,20.92564114662456,8.621616444325715,26783.315809844535,2330.1484754564744,1985.205235474295,0.9798486335856578
209,3410,LV,EURO6,LLC41,11729.0,2814,"17, 24, 25, 29, 220, 226, 236, 210, 230, 26, 627, 673, 23, 682, 27, 19, 634, 1, 7, 39, 444, 442, 633, 746, 770, 725, 731, 776, 726, 674, 654, 732, 685, 441, 625, 635, 429, 775, 648, 465, 421, 440, 677, 430","Public Bus, School Bus",5938923,37075.519,331685.577,25,22.65232658647623,8.582161719615483,35611.62483670015,3098.2113607929136,2784.1047759263174,0.960515882102693
210,3411,LV,EURO6,LLC30,12220.0,2795,"19, 24, 210, 441, 634, 1, 7, 25, 29, 220, 236, 444, 17, 226, 625, 23, 27, 633, 746, 26, 673, 680, 730, 685, 731, 770, 677, 674, 776, 654, 230, 442, 732, 682, 635, 648, 725, 39, 734, 430, 627, 646, 429, 421, 465, 726, 775, 440","Public Bus, School Bus",5897135,36122.186,338894.503,18,20.118380845666117,8.7964625722755,35289.892451210275,3070.220643255294,2939.943023410091,0.9769589374023564
211,3412,LV,EURO6,LLC36,11721.0,2403,"7, 19, 23, 24, 27, 746, 1, 17, 25, 29, 731, 220, 226, 26, 39, 726, 673, 230, 442, 236, 444, 732, 210, 441, 634, 633, 445, 635, 677, 429, 681, 680, 776, 775, 770, 674, 682, 646, 627, 685, 625, 654, 725, 430, 465, 440","Public Bus, School Bus",5181003,32103.275999999998,291570.103,14,21.412263401457672,8.764327832139562,30552.134309786652,2658.0356849514387,2512.847949406254,0.9516827600331709
212,3413,LV,EURO6,LLC43,12200.0,727,"931, 955, 951, 170, 953, 120, 860, 852, 110, 130, 915, 911, 825, 874, 160, 828, 111, 930, 121, 868, 929, 114, 849","School Bus, Public Bus",1675351,15044.844000000001,192566.021,1,24.464163460249438,14.034807139390942,11902.389051646647,1035.5078474932584,2379.576471087511,0.7911274488221112
213,3414,LV,EURO6,LLC45,11879.0,2620,"1, 17, 29, 625, 25, 210, 220, 226, 236, 444, 19, 24, 440, 27, 681, 7, 23, 230, 731, 646, 725, 726, 775, 39, 770, 654, 682, 648, 685, 746, 776, 677, 465, 633, 429, 26, 673, 634, 441, 635, 627, 674, 730, 680, 734, 442","Public Bus, School Bus",5050967,33749.716,304188.828,21,18.604246920802264,8.75018858518538,29651.870480467005,2579.7127318006296,2814.9591370762937,0.8785813332612045
214,3415,LV,EURO6,LLC33,11854.0,2703,"19, 25, 210, 220, 230, 442, 680, 226, 236, 17, 29, 441, 24, 27, 681, 1, 673, 444, 7, 23, 39, 26, 726, 731, 770, 776, 635, 677, 633, 445, 674, 732, 682, 648, 746, 725, 685, 625, 734, 654, 775, 634, 646, 440","Public Bus, School Bus",5872496,34066.317,308218.767,26,20.22614902270352,8.58285240096632,34005.63750239612,2958.4904627084625,2507.6508243569224,0.9982187831574549
215,3416,LV,EURO6,LLC38,12080.0,613,"110, 852, 931, 951, 955, 130, 911, 170, 860, 915, 825, 828, 953, 120, 160, 874, 111, 930, 853, 114, 866, 901","Public Bus, School Bus",1576010,12292.773,173262.07200000001,1,28.09079014639388,15.169672835918153,11069.391172063433,963.0370319695188,2109.6991756920197,0.9004795884592869
216,3417,LV,EURO6,LLC37,11873.0,1797,"7, 17, 23, 24, 29, 685, 19, 25, 27, 635, 1, 26, 220, 226, 625, 39, 633, 210, 230, 681, 726, 648, 236, 673, 732, 441, 634, 677, 731, 440, 627, 442, 444, 680, 770, 429, 674, 725, 776, 746, 430, 465","Public Bus, School Bus",3574847,23182.169,199293.95,2,20.073056020454505,8.319450239077085,21151.227152365733,1840.1567622558186,1694.2447894749507,0.9123920696275544
217,3418,LV,EURO6,LLC31,11906.0,2199,"7, 17, 19, 23, 25, 29, 731, 24, 770, 27, 775, 627, 634, 230, 732, 210, 220, 226, 1, 26, 746, 39, 725, 685, 236, 681, 429, 726, 646, 677, 465, 441, 633, 635, 680, 682, 625, 776, 673, 734, 674, 654, 444, 440, 442, 445","Public Bus, School Bus",4922437,29375.945,269798.612,12,21.02725088640905,8.786797223654181,29135.54148917486,2534.792109558213,2249.9825055648644,0.9918163139662353
218,3419,LV,EURO6,LLC50,12120.0,817,"111, 916, 951, 930, 935, 915, 110, 906, 955, 112, 114, 115, 929, 113, 953, 120, 911, 130, 931, 901","Public Bus, School Bus",1540766,11924.5,147128.005,2,26.447903016177083,11.18484681672184,10731.18039803733,933.6126946292477,1675.6458863515218,0.8999270743458703
219,3420,LV,EURO6,LLC44,11863.0,1588,"1, 25, 7, 19, 24, 648, 27, 746, 29, 776, 17, 23, 39, 210, 220, 226, 236, 635, 26, 730, 731, 677, 770, 725, 441, 633, 734, 654, 726, 627, 685, 680, 673, 230, 429, 111, 110, 915, 916, 906, 929, 955, 930, 114, 953, 931, 112, 113, 120, 901, 115","Public Bus, School Bus",3489433,21356.384,204856.715,12,21.597708107687822,8.946545291952113,20882.81538055928,1816.8049381086576,1816.2501113721119,0.9778254305859683
220,3421,LV,EURO6,LLC98,11826.0,1818,"17, 19, 24, 25, 29, 627, 682, 1, 23, 26, 27, 230, 236, 429, 7, 646, 731, 39, 685, 730, 726, 746, 776, 220, 210, 444, 734, 226, 440, 441, 625, 634, 673, 635, 680, 732, 633, 681, 770, 775, 654, 442, 677, 674, 430, 648","Public Bus, School Bus",3948172,24062.438,228068.621,16,21.821651488775707,9.320519397286352,23497.157808737444,2044.2527293601572,2000.4565453744583,0.9765077756766561
221,3422,LV,EURO6,LME488,11806.0,2432,"27, 29, 1, 17, 23, 725, 24, 25, 770, 7, 774, 26, 220, 226, 440, 627, 210, 230, 236, 19, 680, 776, 726, 633, 39, 746, 685, 635, 677, 673, 625, 429, 444, 442, 732, 465, 634, 674, 681, 731, 775, 421, 734, 654, 441","Public Bus, School Bus",5406340,31909.464,288606.787,26,20.99807896145911,8.617862760805574,31595.257144066283,2748.7873715337664,2369.5429933008495,0.9901531766270434
222,3423,LV,EURO6,LME531,11888.0,2856,"7, 23, 776, 24, 25, 27, 29, 633, 746, 17, 19, 1, 770, 726, 39, 26, 210, 220, 226, 230, 236, 442, 444, 685, 648, 674, 646, 731, 725, 441, 429, 673, 635, 625, 634, 677, 627, 465, 654, 680, 440, 430, 732","Public Bus, School Bus",6077349,37618.251,335171.215,33,22.090028418736736,8.429090711648401,36408.83957791434,3167.5690432785473,2776.5635427406837,0.9678504079818687
223,3424,LV,EURO6,LME507,11804.0,2598,"17, 19, 27, 210, 220, 226, 635, 230, 236, 24, 429, 444, 7, 23, 29, 726, 25, 1, 770, 627, 682, 26, 441, 732, 634, 633, 39, 677, 646, 648, 685, 776, 725, 731, 674, 654, 746, 775, 442, 430, 440, 680, 465, 673, 625, 421","Public Bus, School Bus",5591820,33308.593,295517.832,21,21.58691949736599,8.729505754350733,32860.49336142325,2858.8629224438228,2382.032167371562,0.9865470259107988
224,3425,LV,EURO6,LME546,11805.0,1224,"366, 200, 313, 309","School Bus, Public Bus",3588275,58683.268000000004,542175.44,1,51.059857500024144,8.909558061167575,40405.66469505306,3515.292828469617,6099.9800709149995,0.6885380803102694
225,3426,LV,EURO6,LME539,11893.0,2102,"24, 1, 7, 23, 25, 210, 220, 230, 442, 17, 19, 27, 29, 635, 430, 236, 680, 39, 746, 726, 731, 725, 775, 26, 633, 685, 730, 654, 776, 770, 634, 226, 429, 627, 625, 673, 677, 674, 646, 465, 445, 441","Public Bus, School Bus",4544396,26958.274,247733.667,11,20.958073469103095,8.74198423943515,26757.036222926075,2327.8621513945686,2065.5991506708165,0.992535212859921
226,3427,LV,EURO6,LME534,11856.0,2689,"17, 19, 24, 27, 29, 1, 7, 23, 25, 39, 634, 770, 210, 220, 230, 26, 673, 441, 633, 236, 429, 625, 226, 681, 680, 677, 627, 746, 442, 444, 682, 445, 775, 646, 731, 776, 725, 726, 734, 654, 685, 732, 635, 465, 440, 674, 430","Public Bus, School Bus",5722087,34771.707,305760.919,15,21.749733518952752,8.47435623695066,34107.4776568984,2967.3505561501606,2455.201741961378,0.9808974191833147
227,3428,LV,EURO6,LME506,12048.0,2606,"7, 23, 24, 29, 1, 25, 17, 27, 19, 648, 685, 39, 220, 230, 236, 26, 674, 731, 677, 726, 776, 775, 770, 625, 746, 646, 444, 681, 226, 440, 732, 635, 680, 633, 634, 725, 210, 442, 429, 441, 421, 627, 673, 682, 366, 200","Public Bus, School Bus",5656691,34805.324,314586.09,15,21.26526483923255,8.555598129282295,34065.66464834522,2963.712824406034,2615.3504870939664,0.978748672138355
228,3429,LV,EURO6,LME510,11746.0,1574,"200, 366","Public Bus, School Bus",4754568,75370.154,539909.07,0,44.258878178696264,6.738264650882385,52523.855151566626,4569.575398186296,5005.504300929089,0.6968787028293272
229,3430,LV,EURO6,LME514,11897.0,1811,"1, 7, 23, 24, 25, 29, 726, 27, 730, 770, 19, 17, 39, 775, 746, 731, 210, 220, 26, 635, 634, 230, 442, 673, 685, 226, 236, 633, 725, 776, 648, 646, 680, 677, 654, 674, 734, 444, 429, 625","Public Bus, School Bus",3905301,23189.364,204559.175,7,21.26541055483361,8.45463942298444,23019.456208849228,2002.6926901698828,1625.085601849348,0.9926730292753706
230,3431,LV,EURO6,LLC99,11896.0,2600,"1, 7, 23, 24, 27, 29, 17, 775, 25, 770, 746, 19, 220, 236, 39, 26, 226, 732, 210, 682, 673, 230, 444, 635, 429, 627, 680, 440, 441, 634, 633, 654, 726, 648, 442, 625, 685, 465, 674, 776, 677, 731, 734, 430, 445, 730, 646","Public Bus, School Bus",5626581,33931.257,308949.759,27,21.404888224531213,8.59954343366846,33330.20882567615,2899.728167833825,2579.3769812007904,0.9822862980194382
231,3432,LV,EURO6,LME505,11294.0,2251,"236, 444, 441, 673, 220, 230, 1, 7, 24, 29, 25, 26, 27, 17, 19, 23, 625, 226, 627, 39, 685, 746, 648, 646, 725, 633, 442, 674, 210, 634, 680, 732, 429, 677, 776, 731, 730, 726, 734, 654, 440, 635, 465, 682, 430, 770","Public Bus, School Bus",4846665,29992.008,266753.411,12,22.253819782671027,8.72580655569074,28387.408189449463,2469.7045124821034,2261.0646341371275,0.9464990870050936
232,3433,LV,EURO6,LME489,11900.0,2781,"7, 19, 23, 24, 25, 634, 210, 220, 1, 29, 27, 230, 236, 444, 633, 26, 226, 17, 39, 731, 627, 441, 682, 635, 625, 732, 673, 677, 685, 726, 775, 440, 674, 648, 725, 680, 746, 646, 429, 776, 442, 430, 654, 770, 445, 465","Public Bus, School Bus",5974120,36174.118,325313.746,30,21.692220492665168,8.691370015458023,35589.08330205151,3096.250247278481,2673.0639173599807,0.9838272574344871
233,3434,LV,EURO6,LME493,11909.0,703,"915, 929, 111, 916, 110, 113, 130, 955, 930, 935, 906, 114, 112, 852, 951, 931, 120, 953","School Bus, Public Bus",1213103,9241.664999999999,137075.415,0,27.953530029027103,12.567035397160014,8410.717322146944,731.7324070267842,1699.2473566847543,0.9100867995265944
234,3435,LV,EURO6,LME545,11905.0,1229,"7, 27, 770, 17, 19, 23, 25, 29, 731, 24, 1, 39, 220, 210, 685, 230, 236, 26, 226, 732, 465, 442, 444, 680, 635, 677, 673, 681, 445, 627, 625, 682, 441, 430, 746, 775, 725, 674, 634, 646, 120, 828, 823, 110, 852, 170, 860, 160, 130, 915, 911, 931, 951, 955, 825, 853, 953, 930, 111, 874, 114","Public Bus, School Bus",2836061,18843.546,197826.255,7,23.572784337498742,10.10939984164423,17849.51162976869,1552.907511789876,1955.4650336139703,0.9472480195483745
235,3436,LV,EURO6,LME504,11724.0,2410,"23, 24, 210, 236, 441, 732, 7, 19, 1, 17, 25, 29, 26, 627, 680, 220, 230, 444, 27, 646, 648, 725, 39, 746, 770, 775, 625, 677, 634, 673, 430, 440, 226, 635, 734, 633, 429, 674, 442, 654, 685, 421, 682, 465, 776, 731, 445","Public Bus, School Bus",5016469,31574.621,281619.518,27,22.478089324028556,8.770592563121093,30129.22704642146,2621.2427530386667,2373.1710834921028,0.9542229199337487
236,3437,LV,EURO6,LME550,11742.0,2208,"1, 7, 23, 27, 29, 746, 24, 646, 17, 726, 685, 25, 19, 26, 633, 775, 731, 770, 648, 725, 776, 39, 677, 210, 441, 220, 236, 634, 635, 366, 200, 673, 680, 226, 444, 730, 230, 674, 654, 430, 625, 440","Public Bus, School Bus",4860609,31600.037,287925.976,17,22.269438774324115,8.706724775396511,29899.449836577198,2601.252135782216,2505.004307817784,0.9461840135369841
237,3438,LV,EURO6,LME527,11860.0,2664,"17, 24, 25, 770, 7, 23, 29, 685, 730, 27, 39, 725, 746, 1, 775, 19, 26, 220, 236, 731, 465, 677, 633, 210, 441, 625, 627, 681, 732, 230, 429, 442, 680, 673, 682, 226, 440, 635, 726, 674, 648, 646, 776, 654, 734, 430, 444","Public Bus, School Bus",4872687,33755.025,296558.434,28,17.37330334609771,8.355581994620552,28201.41227359373,2453.5228678026547,2805.826898251192,0.835473008051208
238,3439,LV,EURO6,LLC96,11837.0,841,"111, 110, 930, 915, 916, 931, 130, 120, 911, 929, 953, 906, 955, 951, 112, 114, 828, 852, 113, 901, 115","Public Bus, School Bus",1824951,14012.034,165760.796,3,27.593386702193992,11.05223240764956,12531.962202758063,1090.2807116399515,1849.4232512677409,0.8943713812540037
239,3440,LV,EURO6,LME524,11894.0,1353,"7, 17, 24, 27, 646, 1, 220, 226, 444, 29, 210, 625, 19, 23, 25, 26, 673, 682, 230, 442, 635, 732, 627, 634, 236, 441, 680, 39, 685, 776, 726, 648, 677, 674, 730, 770, 746, 775, 654, 731, 633, 734, 725","Public Bus, School Bus",2968187,17312.166,157727.785,13,20.76938849871313,8.612884646161591,17285.160777817917,1503.8089876701588,1293.432614772149,0.9984401014764944
240,3441,LV,EURO6,LLC91,11915.0,2622,"1, 23, 26, 27, 29, 220, 7, 230, 19, 25, 210, 441, 680, 24, 681, 236, 17, 635, 39, 627, 673, 726, 776, 685, 731, 633, 734, 677, 625, 634, 226, 430, 440, 682, 442, 444, 725, 746, 674, 654, 770, 646, 775, 730, 429, 445, 421","Public Bus, School Bus",5582660,33743.721,305072.462,22,21.32607154548808,8.655535803920154,33029.391890310966,2873.557094457054,2536.7856835506386,0.978830754625756
241,3442,LV,EURO6,LME529,11856.0,2612,"7, 24, 25, 29, 731, 23, 27, 1, 17, 776, 730, 19, 236, 210, 220, 230, 26, 39, 634, 732, 226, 681, 429, 674, 770, 726, 673, 442, 648, 774, 685, 746, 441, 627, 430, 440, 444, 677, 625, 635, 633, 646, 725, 775, 680, 734, 654","Public Bus, School Bus",4761352,33846.973,291734.488,19,23.674559964678462,8.294136406884384,30110.452118396486,2619.6093343004945,2554.189604807198,0.8896054639331111
242,3443,LV,EURO6,LME526,11922.0,1515,"200, 313","Public Bus, School Bus",4740511,78348.089,625245.874,1,52.56673174372081,7.592359789990505,53134.969198444975,4622.742320264714,6465.7527759429795,0.6781910047409704
243,3444,LV,EURO6,LME523,11917.0,3030,"1, 25, 26, 627, 673, 23, 17, 24, 27, 29, 681, 625, 210, 220, 226, 236, 19, 682, 732, 230, 7, 39, 731, 770, 646, 635, 633, 648, 726, 685, 746, 776, 725, 674, 441, 677, 444, 429, 442, 634, 654, 680, 430, 440, 775","Public Bus, School Bus",5788679,38624.054,342004.006,11,21.057593834949248,8.676321540419075,35184.257185340495,3061.0303751246233,3004.279131283069,0.9109415905782572
244,3445,LV,EURO6,LLC92,11897.0,2910,"1, 25, 734, 17, 19, 24, 29, 635, 7, 39, 210, 220, 236, 27, 26, 23, 775, 673, 627, 625, 430, 634, 429, 680, 230, 732, 465, 442, 444, 441, 633, 677, 226, 440, 725, 776, 746, 685, 731, 654, 681, 770, 674, 730, 726, 421, 646","Public Bus, School Bus",6096704,37703.017,335041.672,18,22.335073383770734,8.439103060022337,36729.70310816028,3195.4841704099454,2746.3510203285164,0.9741847212959187
245,3446,LV,EURO6,LLC100,11869.0,1511,"7, 23, 25, 27, 29, 39, 746, 1, 776, 17, 26, 677, 726, 19, 24, 725, 731, 770, 648, 682, 633, 673, 685, 627, 465, 226, 634, 210, 220, 230, 442, 681, 674, 730, 680, 654, 734, 236, 906, 955, 110, 111, 929, 930, 916, 951, 120, 130, 911, 852, 931, 953, 915, 114, 170","Public Bus, School Bus",3568988,23027.192,243027.243,11,22.808297764200535,9.976984322453127,22162.126007664123,1928.1049626667789,2381.8897199216826,0.9624328492880992
246,3447,LV,EURO6,LME501,11917.0,2786,"24, 7, 29, 17, 19, 25, 648, 725, 1, 23, 685, 633, 27, 39, 236, 220, 230, 210, 26, 682, 441, 673, 634, 677, 770, 731, 746, 646, 776, 734, 775, 726, 680, 674, 442, 635, 654, 627, 444, 625, 730, 430, 440, 226, 445, 429","Public Bus, School Bus",6022478,35645.294,320264.281,25,20.697259830220013,8.695791382967927,35233.25230263469,3065.292950329218,2614.470894636167,0.9884405022058365
247,3448,LV,EURO6,LME512,11865.0,2532,"17, 23, 24, 25, 27, 685, 1, 7, 776, 29, 633, 19, 210, 220, 26, 236, 775, 770, 654, 677, 39, 646, 725, 634, 627, 625, 230, 429, 444, 226, 648, 731, 746, 734, 430, 442, 674, 635, 680, 441, 673, 440, 465, 421","Public Bus, School Bus",5483402,33728.663,306542.942,19,21.172863659254073,8.71779275295921,32455.090953585306,2823.5929129619212,2612.8282622765405,0.9622406602237777
248,3449,LV,EURO6,LME513,11880.0,2433,"17, 23, 24, 27, 7, 25, 646, 29, 19, 26, 1, 677, 725, 770, 39, 746, 731, 673, 226, 726, 627, 220, 230, 236, 442, 444, 210, 682, 635, 429, 441, 634, 680, 633, 685, 674, 776, 915, 430, 440, 625, 648, 654, 730, 734, 445, 465, 775","Public Bus, School Bus",5433183,33062.62,297847.782,17,21.70616944739327,8.629870213051031,32403.44073713333,2819.0993441305995,2463.11651280017,0.9800627033530109
249,3450,LV,EURO6,LME502,11915.0,2708,"1, 17, 24, 27, 681, 220, 236, 29, 625, 210, 230, 442, 7, 19, 226, 634, 23, 25, 26, 39, 732, 627, 673, 680, 682, 731, 726, 730, 746, 770, 633, 677, 444, 635, 674, 441, 685, 775, 654, 734, 648, 725, 200, 429, 430, 465","Public Bus, School Bus",5787336,35757.241,309921.497,15,22.204767957852052,8.493479945450403,34805.84887708508,3028.1088523064022,2468.2296964128286,0.9733930220479001
250,3451,LV,EURO6,LME508,11886.0,2703,"17, 19, 24, 25, 29, 648, 725, 7, 27, 746, 23, 685, 776, 1, 770, 210, 220, 39, 26, 646, 633, 726, 677, 731, 730, 775, 430, 734, 634, 230, 236, 429, 654, 674, 680, 444, 226, 673, 441, 465, 625, 635, 442, 421, 440","Public Bus, School Bus",5808927,34273.487,302280.372,15,20.79010866127548,8.569552863451195,34090.726634777246,2965.8932172256204,2394.9329185128413,0.9946675876538983
251,3452,LV,EURO6,LME503,11998.0,2640,"7, 17, 23, 25, 1, 29, 19, 24, 633, 634, 210, 680, 220, 226, 230, 236, 27, 39, 442, 441, 627, 26, 746, 685, 731, 682, 625, 673, 734, 444, 648, 776, 646, 726, 725, 635, 681, 770, 677, 674, 440, 430, 429, 465, 445, 774, 775","Public Bus, School Bus",5724551,34556.494,312332.633,11,21.326145465899195,8.788887628787567,34025.20696110365,2960.1930056160177,2578.9061127032132,0.9846255514550651
252,3453,LV,EURO6,LME556,11869.0,1834,"7, 17, 27, 24, 25, 210, 441, 633, 29, 220, 230, 236, 734, 770, 1, 19, 23, 39, 746, 226, 682, 776, 775, 725, 646, 731, 654, 648, 442, 673, 26, 680, 625, 634, 635, 732, 685, 677, 726, 730, 674, 421, 444, 465","Public Bus, School Bus",3845977,22956.296,204300.256,2,20.56624461746941,8.477491911732992,22553.888295997425,1962.188281751776,1660.9981813866857,0.9824707041587818
253,3454,LV,EURO6,LME509,11888.0,2802,"7, 24, 29, 23, 27, 19, 25, 210, 220, 230, 1, 17, 732, 635, 682, 633, 226, 236, 429, 444, 634, 680, 441, 681, 746, 775, 726, 685, 646, 26, 677, 648, 731, 39, 770, 625, 673, 654, 674, 465, 627, 725, 776, 421, 440, 445","Public Bus, School Bus",5995448,36289.856999999996,314522.572,24,21.051370968499615,8.289693694443809,35277.04186632621,3069.10264237038,2508.83420182962,0.9720909582621451
254,3500,DD,EURO6,LLC95,15180.0,864,"1, 7, 39, 635, 23, 726, 19, 634, 24, 774, 627, 27, 29, 17, 633, 732, 648, 646","Public Bus, School Bus",2340173,12523.774,211244.874,2,18.115707936170683,16.423241921229394,15176.513789979077,1320.3566997281798,2425.989892633359,1.2118163254925454
255,3501,DD,ELECTRIC,LME492,14453.0,1211,"1, 635, 7, 23, 24, 634, 682, 39, 17, 27, 646, 29, 19, 627, 648, 633, 775","Public Bus, School Bus",3914056,22408.001,358104.372,5,19.966015376526215,15.351821606907805,2.6130330589999997,0.227333876133,6350.615971093098,0.00011661160935328411
256,3502,DD,EURO6,LME491,15180.0,1268,"1, 7, 23, 634, 39, 774, 635, 682, 24, 633, 17, 19, 627, 27, 29, 730, 732, 726, 776, 648, 646, 734, 654, 770, 731","Public Bus, School Bus",2814499,16573.69,254719.311,9,16.14598803090507,14.666494648770259,18040.419000068003,1569.516453005916,2947.832558613315,1.0884974317769913
257,3503,DD,EURO6,LME511,14596.0,1422,"7, 23, 29, 39, 633, 1, 726, 635, 774, 19, 654, 634, 627, 24, 27, 17, 648, 734, 731, 732, 770, 646, 682, 674, 26, 625, 730","Public Bus, School Bus",3625367,19755.851,300901.347,7,18.54180842214178,14.420430797038899,23106.884181571535,2010.2989237967236,3326.070733960969,1.1696223150079204
258,3504,DD,EURO6,LME553,15160.0,773,"1, 7, 774, 23, 627, 726, 635, 39, 654, 24, 17, 19, 27, 29, 682, 633, 734, 634, 776, 730","Public Bus, School Bus",1990933,10389.493,159225.524,6,18.138040480884218,14.745698724602274,12747.268381696782,1109.01234920762,1714.7910783462264,1.2269384446090663
